participant_id,member,raw_rows,source_epochs,source_duration_hours,inferred_sample_rate_hz,maximum_epoch_gap_seconds,irregular_epoch_gaps,wake_time,main_sleep_start,main_sleep_end,main_sleep_hours,selected_window_start,selected_window_end,annotated_epoch_percent,observed_24h_bins,missing_24h_minutes,mean_enmo_mg_observed,processing_seconds
P022,capture24/P022.csv.gz,10680001,21360,29.666666666666668,100.00000936329587,5.0,0,2016-02-25T06:30:05+00:00,2016-02-25T00:40:00+00:00,2016-02-25T06:30:05+00:00,5.834722222222222,2016-02-25T00:40:00+00:00,2016-02-26T00:40:00+00:00,81.76498127340824,17280,0.0,30.88671112060547,24.61608123779297
P023,capture24/P023.csv.gz,10080001,20160,28.0,100.00000992063492,5.0,0,2016-01-24T04:37:05+00:00,2016-01-24T00:37:00+00:00,2016-01-24T04:37:05+00:00,4.001388888888889,2016-01-24T00:37:00+00:00,2016-01-25T00:37:00+00:00,55.46626984126984,17280,0.0,51.06357955932617,17.540924549102783
P024,capture24/P024.csv.gz,10080001,20160,28.0,100.00000992063492,5.0,0,2016-05-02T04:32:00+00:00,2016-05-02T00:23:00+00:00,2016-05-02T04:32:00+00:00,4.15,2016-05-01T04:32:00+00:00,2016-05-02T04:32:00+00:00,73.05059523809524,17280,0.0,44.48345184326172,21.356107234954834
P025,capture24/P025.csv.gz,9720001,19440,27.0,100.00001028806584,5.0,0,2016-11-09T06:26:00+00:00,2016-11-09T02:26:00+00:00,2016-11-09T06:26:00+00:00,4.0,2016-11-08T06:26:00+00:00,2016-11-09T06:26:00+00:00,73.25102880658436,17280,0.0,36.52872848510742,20.525394916534424
P026,capture24/P026.csv.gz,8820001,17640,24.5,100.00001133786849,5.0,0,2016-10-19T05:53:05+00:00,2016-10-19T02:53:00+00:00,2016-10-19T05:53:05+00:00,3.001388888888889,2016-10-19T02:53:00+00:00,2016-10-20T02:53:00+00:00,68.12358276643991,17280,0.0,34.95771408081055,17.18585228919983
P027,capture24/P027.csv.gz,9360001,18720,26.0,100.00001068376068,5.0,0,2016-10-06T05:07:05+00:00,2016-10-06T00:07:00+00:00,2016-10-06T05:07:05+00:00,5.001388888888889,2016-10-06T00:07:00+00:00,2016-10-07T00:07:00+00:00,67.7190170940171,17280,0.0,37.819026947021484,21.686609268188477
P028,capture24/P028.csv.gz,9720001,19440,27.0,100.00001028806584,5.0,0,2016-08-14T04:14:05+00:00,2016-08-13T23:29:00+00:00,2016-08-14T04:14:05+00:00,4.751388888888889,2016-08-13T23:29:00+00:00,2016-08-14T23:29:00+00:00,51.157407407407405,17280,0.0,29.565914154052734,15.440783739089966
P029,capture24/P029.csv.gz,10080001,20160,28.0,100.00000992063492,5.0,0,2016-05-08T03:02:05+00:00,2016-05-07T23:22:00+00:00,2016-05-08T03:02:05+00:00,3.6680555555555556,2016-05-07T23:22:00+00:00,2016-05-08T23:22:00+00:00,58.8938492063492,17280,0.0,21.260841369628906,21.688979864120483
P030,capture24/P030.csv.gz,9720001,19440,27.0,100.00001028806584,5.0,0,2016-07-30T05:30:05+00:00,2016-07-30T01:00:00+00:00,2016-07-30T05:30:05+00:00,4.501388888888889,2016-07-30T01:00:00+00:00,2016-07-31T01:00:00+00:00,80.11831275720165,17280,0.0,18.13088035583496,23.176110982894897
P031,capture24/P031.csv.gz,9720001,19440,27.0,100.00001028806584,5.0,0,2016-03-30T05:23:05+00:00,2016-03-29T23:53:00+00:00,2016-03-30T05:23:05+00:00,5.501388888888889,2016-03-29T23:53:00+00:00,2016-03-30T23:53:00+00:00,57.03189300411523,17280,0.0,28.682369232177734,18.709651708602905
P032,capture24/P032.csv.gz,9360001,18720,26.0,100.00001068376068,5.0,0,2016-10-26T04:34:05+00:00,2016-10-25T23:54:00+00:00,2016-10-26T04:34:05+00:00,4.668055555555555,2016-10-25T23:54:00+00:00,2016-10-26T23:54:00+00:00,75.57158119658119,17280,0.0,35.50771713256836,18.456291675567627
P033,capture24/P033.csv.gz,9360001,18720,26.0,100.00001068376068,5.0,0,2016-02-02T05:03:05+00:00,2016-02-02T01:13:00+00:00,2016-02-02T05:03:05+00:00,3.834722222222222,2016-02-02T01:13:00+00:00,2016-02-03T01:13:00+00:00,81.42628205128204,17280,0.0,33.531707763671875,22.291913747787476
P034,capture24/P034.csv.gz,9768001,19536,27.133333333333333,100.00001023751024,5.0,0,2016-06-03T04:00:05+00:00,2016-06-02T23:54:00+00:00,2016-06-03T04:00:05+00:00,4.101388888888889,2016-06-02T23:54:00+00:00,2016-06-03T23:54:00+00:00,48.60769860769861,17280,0.0,29.56058120727539,16.229910373687744
P035,capture24/P035.csv.gz,9510001,19020,26.416666666666668,100.00001051524711,5.0,0,2016-04-03T05:32:05+00:00,2016-04-03T00:27:00+00:00,2016-04-03T05:32:05+00:00,5.084722222222222,2016-04-03T00:27:00+00:00,2016-04-04T00:27:00+00:00,71.86119873817034,17280,0.0,42.0209846496582,21.53215503692627
P036,capture24/P036.csv.gz,8366174,16732,23.238888888888887,100.00207984699976,5.0,0,2016-11-25T03:55:58.270000+00:00,2016-11-25T02:25:58.270000+00:00,2016-11-25T03:55:58.270000+00:00,1.5,2016-11-24T04:41:38.270000+00:00,2016-11-25T03:55:58.270000+00:00,64.75615586899355,16732,45.666666666666664,55.472633361816406,17.935043811798096
P037,capture24/P037.csv.gz,9900001,19800,27.5,100.0000101010101,5.0,0,2016-10-30T05:58:05+00:00,2016-10-29T23:28:00+00:00,2016-10-30T05:58:05+00:00,6.501388888888889,2016-10-29T23:28:00+00:00,2016-10-30T23:28:00+00:00,63.38383838383839,17280,0.0,35.38070297241211,18.53763222694397
P038,capture24/P038.csv.gz,9720001,19440,27.0,100.00001028806584,5.0,0,2016-10-31T05:46:05+00:00,2016-10-30T23:56:00+00:00,2016-10-31T05:46:05+00:00,5.834722222222222,2016-10-30T23:56:00+00:00,2016-10-31T23:56:00+00:00,68.11728395061728,17280,0.0,38.80736541748047,21.2984516620636
P039,capture24/P039.csv.gz,9180001,18360,25.5,100.00001089324618,5.0,0,2016-05-25T03:15:05+00:00,2016-05-25T01:45:00+00:00,2016-05-25T03:15:05+00:00,1.5013888888888889,2016-05-25T01:45:00+00:00,2016-05-26T01:45:00+00:00,56.209150326797385,17280,0.0,52.385623931884766,19.48879861831665
P040,capture24/P040.csv.gz,8910001,17820,24.75,100.00001122334456,5.0,0,2016-04-02T05:53:05+00:00,2016-04-02T02:38:00+00:00,2016-04-02T05:53:05+00:00,3.251388888888889,2016-04-02T02:38:00+00:00,2016-04-03T02:38:00+00:00,69.45566778900113,17280,0.0,34.24750900268555,18.695250511169434
P041,capture24/P041.csv.gz,9720001,19440,27.0,100.00001028806584,5.0,0,2016-02-19T05:51:05+00:00,2016-02-19T01:21:00+00:00,2016-02-19T05:51:05+00:00,4.501388888888889,2016-02-19T01:21:00+00:00,2016-02-20T01:21:00+00:00,60.41152263374485,17280,0.0,37.88103103637695,20.32605290412903
P042,capture24/P042.csv.gz,9300001,18600,25.833333333333332,100.00001075268817,5.0,0,2016-10-27T07:47:05+00:00,2016-10-27T02:07:00+00:00,2016-10-27T07:47:05+00:00,5.668055555555555,2016-10-27T02:07:00+00:00,2016-10-28T02:07:00+00:00,67.48924731182797,17280,0.0,26.367874145507812,17.822275638580322
P043,capture24/P043.csv.gz,9282001,18564,25.783333333333335,100.00001077354018,5.0,0,2016-07-10T04:42:05+00:00,2016-07-10T00:25:00+00:00,2016-07-10T04:42:05+00:00,4.284722222222222,2016-07-10T00:25:00+00:00,2016-07-11T00:25:00+00:00,71.92954104718811,17280,0.0,45.71682357788086,20.408671379089355
P044,capture24/P044.csv.gz,9000001,18000,25.0,100.0000111111111,5.0,0,2016-12-16T06:47:05+00:00,2016-12-16T02:57:00+00:00,2016-12-16T06:47:05+00:00,3.834722222222222,2016-12-16T02:57:00+00:00,2016-12-17T02:57:00+00:00,54.288888888888884,17280,0.0,39.0140495300293,16.138465642929077
P045,capture24/P045.csv.gz,8820001,17640,24.5,100.00001133786849,5.0,0,2016-05-12T04:33:05+00:00,2016-05-12T01:43:00+00:00,2016-05-12T04:33:05+00:00,2.834722222222222,2016-05-12T01:43:00+00:00,2016-05-13T01:43:00+00:00,59.410430839002274,17280,0.0,73.82686614990234,18.3356614112854
P046,capture24/P046.csv.gz,9390001,18780,26.083333333333332,100.00001064962726,5.0,0,2016-06-04T04:05:05+00:00,2016-06-04T00:06:00+00:00,2016-06-04T04:05:05+00:00,3.984722222222222,2016-06-04T00:06:00+00:00,2016-06-05T00:06:00+00:00,60.96911608093717,17280,0.0,36.50873947143555,18.707765579223633
P047,capture24/P047.csv.gz,7618186,15236,21.16111111111111,100.00244158571803,5.0,0,2016-10-21T05:15:05+00:00,2016-10-21T02:15:00+00:00,2016-10-21T05:15:05+00:00,3.001388888888889,2016-10-21T02:15:00+00:00,2016-10-21T23:24:40+00:00,80.80204778156997,15236,170.33333333333334,69.31935119628906,18.870991230010986
P048,capture24/P048.csv.gz,9180001,18360,25.5,100.00001089324618,5.0,0,2016-06-23T04:13:05+00:00,2016-06-23T01:28:00+00:00,2016-06-23T04:13:05+00:00,2.751388888888889,2016-06-23T01:28:00+00:00,2016-06-24T01:28:00+00:00,53.50762527233115,17280,0.0,26.16876792907715,18.869601011276245
P049,capture24/P049.csv.gz,9540001,19080,26.5,100.00001048218029,5.0,0,2016-07-21T03:58:05+00:00,2016-07-20T23:38:00+00:00,2016-07-21T03:58:05+00:00,4.334722222222222,2016-07-20T23:38:00+00:00,2016-07-21T23:38:00+00:00,77.58909853249476,17280,0.0,15.495006561279297,20.895804166793823
P050,capture24/P050.csv.gz,8827878,17655,24.520833333333332,100.00428207306712,5.0,0,2016-10-21T05:26:05+00:00,2016-10-21T00:56:00+00:00,2016-10-21T05:26:05+00:00,4.501388888888889,2016-10-21T00:56:00+00:00,2016-10-22T00:56:00+00:00,72.27414330218068,17280,0.0,32.965431213378906,19.600794792175293
P051,capture24/P051.csv.gz,8940001,17880,24.833333333333332,100.00001118568233,5.0,0,2016-08-22T04:42:05+00:00,2016-08-22T01:22:00+00:00,2016-08-22T04:42:05+00:00,3.334722222222222,2016-08-22T01:22:00+00:00,2016-08-23T01:22:00+00:00,64.35123042505593,17280,0.0,17.777456283569336,17.916902542114258
P052,capture24/P052.csv.gz,8820001,17640,24.5,100.00001133786849,5.0,0,2016-05-24T03:36:05+00:00,2016-05-24T01:06:00+00:00,2016-05-24T03:36:05+00:00,2.501388888888889,2016-05-24T01:06:00+00:00,2016-05-25T01:06:00+00:00,56.111111111111114,17280,0.0,43.33824157714844,14.256030321121216
P053,capture24/P053.csv.gz,9540001,19080,26.5,100.00001048218029,5.0,0,2016-06-13T03:08:05+00:00,2016-06-12T23:38:00+00:00,2016-06-13T03:08:05+00:00,3.501388888888889,2016-06-12T23:38:00+00:00,2016-06-13T23:38:00+00:00,82.17505241090147,17280,0.0,22.86720085144043,21.408005952835083
P054,capture24/P054.csv.gz,10680001,21360,29.666666666666668,100.00000936329587,5.0,0,2016-02-09T05:45:00+00:00,2016-02-08T23:48:00+00:00,2016-02-09T05:45:00+00:00,5.95,2016-02-08T05:45:00+00:00,2016-02-09T05:45:00+00:00,83.85299625468164,17280,0.0,42.04087448120117,24.272103548049927
P055,capture24/P055.csv.gz,9060001,18120,25.166666666666668,100.0000110375276,5.0,0,2016-06-09T04:14:05+00:00,2016-06-09T01:03:00+00:00,2016-06-09T04:14:05+00:00,3.1847222222222222,2016-06-09T01:03:00+00:00,2016-06-10T01:03:00+00:00,71.25275938189846,17280,0.0,35.635711669921875,22.803130626678467
P056,capture24/P056.csv.gz,9270001,18540,25.75,100.00001078748652,5.0,0,2016-03-30T03:56:05+00:00,2016-03-30T01:11:00+00:00,2016-03-30T03:56:05+00:00,2.751388888888889,2016-03-30T01:11:00+00:00,2016-03-31T01:11:00+00:00,73.6084142394822,17280,0.0,45.42533874511719,22.633385181427002
P057,capture24/P057.csv.gz,9450001,18900,26.25,100.00001058201059,5.0,0,2016-05-06T04:24:05+00:00,2016-05-06T00:59:00+00:00,2016-05-06T04:24:05+00:00,3.4180555555555556,2016-05-06T00:59:00+00:00,2016-05-07T00:59:00+00:00,62.61904761904762,17280,0.0,34.705806732177734,21.81355094909668
P058,capture24/P058.csv.gz,9540001,19080,26.5,100.00001048218029,5.0,0,2016-06-16T05:42:05+00:00,2016-06-15T23:42:00+00:00,2016-06-16T05:42:05+00:00,6.001388888888889,2016-06-15T23:42:00+00:00,2016-06-16T23:42:00+00:00,67.56813417190776,17280,0.0,31.300071716308594,18.65523624420166
P059,capture24/P059.csv.gz,9126441,18252,25.35,100.00483234714004,5.0,0,2016-11-06T04:36:00+00:00,2016-11-05T23:15:00+00:00,2016-11-06T04:36:00+00:00,5.35,2016-11-05T04:36:00+00:00,2016-11-06T04:36:00+00:00,63.71904448827526,17280,0.0,44.04670333862305,19.629695415496826
P060,capture24/P060.csv.gz,9144258,18288,27.727497222222222,91.6084003655016,8383.990000128,1,2016-02-12T05:41:05+00:00,2016-02-11T22:41:00+00:00,2016-02-12T05:41:05+00:00,7.001388888888889,2016-02-11T22:41:00+00:00,2016-02-12T22:41:00+00:00,55.35870516185477,17280,0.0,35.07897186279297,15.634643316268921
P061,capture24/P061.csv.gz,9540001,19080,26.5,100.00001048218029,5.0,0,2016-10-25T04:36:05+00:00,2016-10-25T00:16:00+00:00,2016-10-25T04:36:05+00:00,4.334722222222222,2016-10-25T00:16:00+00:00,2016-10-26T00:16:00+00:00,62.63102725366876,17280,0.0,42.89490509033203,18.037466526031494
P062,capture24/P062.csv.gz,8880001,17760,24.666666666666668,100.00001126126126,5.0,0,2016-06-03T04:47:05+00:00,2016-06-03T01:47:00+00:00,2016-06-03T04:47:05+00:00,3.001388888888889,2016-06-03T01:47:00+00:00,2016-06-04T01:47:00+00:00,70.16891891891892,17280,0.0,26.28022003173828,20.438220262527466
P063,capture24/P063.csv.gz,9180001,18360,25.5,100.00001089324618,5.0,0,2016-02-28T05:53:05+00:00,2016-02-28T02:13:00+00:00,2016-02-28T05:53:05+00:00,3.6680555555555556,2016-02-28T02:13:00+00:00,2016-02-29T02:13:00+00:00,59.150326797385624,17280,0.0,31.9329833984375,17.4483802318573
P064,capture24/P064.csv.gz,9540001,19080,26.5,100.00001048218029,5.0,0,2016-06-10T05:29:05+00:00,2016-06-09T23:59:00+00:00,2016-06-10T05:29:05+00:00,5.501388888888889,2016-06-09T23:59:00+00:00,2016-06-10T23:59:00+00:00,68.41719077568135,17280,0.0,14.335794448852539,20.172828674316406
P065,capture24/P065.csv.gz,8820001,17640,24.5,100.00001133786849,5.0,0,2016-06-07T02:04:00+00:00,2016-06-06T22:14:00+00:00,2016-06-07T02:04:00+00:00,3.8333333333333335,2016-06-06T02:04:00+00:00,2016-06-07T02:04:00+00:00,70.20408163265306,17280,0.0,36.555702209472656,21.0339937210083
P066,capture24/P066.csv.gz,9900001,19800,27.5,100.0000101010101,5.0,0,2016-11-17T05:11:05+00:00,2016-11-16T23:51:00+00:00,2016-11-17T05:11:05+00:00,5.334722222222222,2016-11-16T23:51:00+00:00,2016-11-17T23:51:00+00:00,80.25757575757576,17280,0.0,43.430747985839844,21.826573133468628
P067,capture24/P067.csv.gz,9540001,19080,26.5,100.00001048218029,5.0,0,2016-03-29T03:02:05+00:00,2016-03-28T23:02:00+00:00,2016-03-29T03:02:05+00:00,4.001388888888889,2016-03-28T23:02:00+00:00,2016-03-29T23:02:00+00:00,63.957023060796644,17280,0.0,26.01931381225586,17.920084238052368
P068,capture24/P068.csv.gz,8820001,17640,24.5,100.00001133786849,5.0,0,2016-07-26T05:28:05+00:00,2016-07-26T01:28:00+00:00,2016-07-26T05:28:05+00:00,4.001388888888889,2016-07-26T01:28:00+00:00,2016-07-27T01:28:00+00:00,76.62698412698413,17280,0.0,39.44294738769531,19.88080072402954
P069,capture24/P069.csv.gz,9720001,19440,27.0,100.00001028806584,5.0,0,2016-05-09T01:56:00+00:00,2016-05-08T22:26:00+00:00,2016-05-09T01:56:00+00:00,3.5,2016-05-08T01:56:00+00:00,2016-05-09T01:56:00+00:00,56.028806584362144,17280,0.0,43.010284423828125,18.314525604248047
P070,capture24/P070.csv.gz,9540001,19080,26.5,100.00001048218029,5.0,0,2016-09-22T01:50:00+00:00,2016-09-21T20:50:00+00:00,2016-09-22T01:50:00+00:00,5.0,2016-09-21T01:50:00+00:00,2016-09-22T01:50:00+00:00,70.73375262054508,17280,0.0,39.538368225097656,17.934962034225464
P071,capture24/P071.csv.gz,9900001,19800,27.5,100.0000101010101,5.0,0,2016-07-21T04:05:05+00:00,2016-07-20T23:25:00+00:00,2016-07-21T04:05:05+00:00,4.668055555555555,2016-07-20T23:25:00+00:00,2016-07-21T23:25:00+00:00,49.85353535353536,17280,0.0,24.329404830932617,17.213318824768066
P072,capture24/P072.csv.gz,9630001,19260,26.75,100.000010384216,5.0,0,2016-05-30T06:11:05+00:00,2016-05-29T23:26:00+00:00,2016-05-30T06:11:05+00:00,6.751388888888889,2016-05-29T23:26:00+00:00,2016-05-30T23:26:00+00:00,70.75804776739356,17280,0.0,25.20547866821289,20.107465744018555
P073,capture24/P073.csv.gz,9900001,19800,27.5,100.0000101010101,5.0,0,2016-05-22T02:09:00+00:00,2016-05-21T21:19:00+00:00,2016-05-22T02:09:00+00:00,4.833333333333333,2016-05-21T02:09:00+00:00,2016-05-22T02:09:00+00:00,76.23232323232322,17280,0.0,43.92613220214844,20.203959226608276
P074,capture24/P074.csv.gz,10620001,21240,29.5,100.00000941619585,5.0,0,2016-11-18T07:46:00+00:00,2016-11-18T00:56:00+00:00,2016-11-18T07:46:00+00:00,6.833333333333333,2016-11-17T07:46:00+00:00,2016-11-18T07:46:00+00:00,53.04143126177024,17280,0.0,25.5030517578125,16.49657654762268
P075,capture24/P075.csv.gz,9360001,18720,26.0,100.00001068376068,5.0,0,2016-10-12T07:19:05+00:00,2016-10-12T01:19:00+00:00,2016-10-12T07:19:05+00:00,6.001388888888889,2016-10-12T01:19:00+00:00,2016-10-13T01:19:00+00:00,50.94017094017094,17280,0.0,41.032039642333984,16.059395790100098
P076,capture24/P076.csv.gz,9780001,19560,27.166666666666668,100.00001022494888,5.0,0,2016-05-22T05:36:05+00:00,2016-05-22T00:26:00+00:00,2016-05-22T05:36:05+00:00,5.168055555555555,2016-05-22T00:26:00+00:00,2016-05-23T00:26:00+00:00,76.21676891615542,17280,0.0,54.20901870727539,21.203619718551636
P077,capture24/P077.csv.gz,8055045,16110,23.955427777777775,93.40315358824967,5694.54,1,2016-07-01T03:08:05+00:00,2016-07-01T00:04:00+00:00,2016-07-01T03:08:05+00:00,3.0680555555555555,2016-07-01T00:04:00+00:00,2016-07-02T00:01:19.540000+00:00,60.72004965859714,16110,97.5,37.484344482421875,16.33402371406555
P078,capture24/P078.csv.gz,9540001,19080,26.5,100.00001048218029,5.0,0,2016-11-09T05:14:05+00:00,2016-11-09T00:14:00+00:00,2016-11-09T05:14:05+00:00,5.001388888888889,2016-11-09T00:14:00+00:00,2016-11-10T00:14:00+00:00,79.5335429769392,17280,0.0,25.311098098754883,21.21672534942627
P079,capture24/P079.csv.gz,8820001,17640,24.5,100.00001133786849,5.0,0,2016-04-23T04:11:05+00:00,2016-04-23T01:21:00+00:00,2016-04-23T04:11:05+00:00,2.834722222222222,2016-04-23T01:21:00+00:00,2016-04-24T01:21:00+00:00,61.75736961451247,17280,0.0,32.55165481567383,15.7833833694458
P080,capture24/P080.csv.gz,11160001,22320,31.0,100.00000896057348,5.0,0,2016-03-16T09:51:00+00:00,2016-03-16T05:51:00+00:00,2016-03-16T09:51:00+00:00,4.0,2016-03-15T09:51:00+00:00,2016-03-16T09:51:00+00:00,69.37724014336918,17280,0.0,65.94703674316406,26.69666862487793
P081,capture24/P081.csv.gz,4714601,9429,13.095833333333333,100.00214232686393,5.0,0,2016-07-04T04:21:05+00:00,2016-07-03T23:41:00+00:00,2016-07-04T04:21:05+00:00,4.668055555555555,2016-07-03T23:41:00+00:00,2016-07-04T12:46:45+00:00,74.73751193127585,9429,654.25,15.563075065612793,10.807094097137451
P082,capture24/P082.csv.gz,8820001,17640,24.5,100.00001133786849,5.0,0,2016-06-24T04:38:05+00:00,2016-06-24T01:28:00+00:00,2016-06-24T04:38:05+00:00,3.1680555555555556,2016-06-24T01:28:00+00:00,2016-06-25T01:28:00+00:00,65.84467120181405,17280,0.0,34.394195556640625,18.324661254882812
