"spike_index","K0","hat_lambda","mhat1","mhat2","mhat3","mhat4","hat_alpha","hat_Delta","hat_r2","d_alpha","d_Delta","d_r2","se_alpha","se_Delta","se_r2","ci_alpha_lower","ci_alpha_upper","ci_Delta_lower","ci_Delta_upper","ci_r2_lower","ci_r2_upper","ci_r2_display_lower","ci_r2_display_upper","phase_lower_bound","phase_certified","fpca_alpha_hat","fpca_var_lambda","fpca_alpha_se","fpca_alpha_ci_lower","fpca_alpha_ci_upper","fpca_alpha_ci_length","fpca_score_identity_error","sample_gap_previous","sample_gap_next","minimum_neighbor_gap","previous_relative_gap","next_relative_gap","relative_neighbor_gap","phase_interior","separation_pass","regular_inference_valid","inference_status","phase_valid","fpca_simple_gap_wald_valid","fpca_equality_rejected","proposed_equality_rejected","proposed_gap_local_inference_valid","prespecified_cluster_member","componentwise_interpretation_supported","domain_hours","grid_size","n_subjects","sample_effective_rank","effective_rank_over_n","pc1_variance_percent","cumulative_pc1_5_percent"
5,8,0.809002598208641,-1.41026920558686,2.19140653766816,-3.63372776850805,6.6176197961112,0.709084475530234,0.907572008223957,0.795479795593235,1.10184094588474,0.189281584812251,0.41870920866132,0.0859462236388399,0.0147644153902132,0.032660317645349,0.540632972590883,0.877535978469586,0.87863428580635,0.936509730641564,0.731466749284713,0.859492841901757,0.731466749284713,0.859492841901757,0.883286706019547,1,0.809002598208641,1.51557187949737,0.100517722467147,0.61199148236504,1.00601371405224,0.394022231687203,4.44089209850063e-16,0.00906357594356832,0.0402326574720758,0.00906357594356832,0.011079269904982,0.049731184499484,0.011079269904982,TRUE,FALSE,FALSE,"weak_sample_separation",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12,8640,150,9.91110566307774,0.0660740377538516,10.0896916448519,26.4298562128324
6,8,0.768769940736566,-1.50478739476225,2.51994465365669,-4.58889644061259,9.45134980253353,0.66454570491534,0.898585252715579,0.776761601292927,1.11286046257485,0.263127777009923,0.517838707873406,0.0809495763693395,0.0191399396386828,0.037667637084536,0.50588745066766,0.82320395916302,0.86107166035749,0.936098845073668,0.702934389224512,0.850588813361343,0.702934389224512,0.850588813361343,0.867102853581259,1,0.768769940736566,1.57413823779822,0.102441470697442,0.567988347646265,0.969551533826866,0.401563186180602,1.11022302462516e-16,0.0402326574720758,0.119873238286158,0.0402326574720758,0.049731184499484,0.155928623030326,0.049731184499484,TRUE,FALSE,FALSE,"weak_sample_separation",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12,8640,150,9.91110566307774,0.0660740377538516,10.0896916448519,26.4298562128324
1,8,2.78196749171654,-0.367324798480057,0.143067809066146,-0.0559599232592952,0.0219929500257345,2.72238630263427,0.943101795289479,0.922903454886047,1.06033092609378,0.00312509092515856,0.0307711179580579,0.323697863920995,0.00095402787199592,0.00939380801631298,2.08795014747657,3.35682245779196,0.94123193502012,0.944971655558839,0.904491929496389,0.941314980275704,0.904491929496389,0.941314980275704,0.941532559084014,1,2.78196749171654,14.5956587059137,0.31193651817759,2.17058315062564,3.39335183280744,1.2227686821818,4.44089209850063e-16,Inf,0.765208017126606,0.765208017126606,Inf,0.275060013966754,0.275060013966754,TRUE,TRUE,TRUE,"regular_separated",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,12960,150,14.084098021371,0.0938939868091403,7.10020619341481,22.1819189906936
2,8,2.01675947458993,-0.523710086900829,0.292226822928464,-0.164747669316518,0.0940244911163703,1.90945338845338,0.938559480519742,0.888621376482119,1.06546257403551,0.0108364597340063,0.0654864102238427,0.22758704090367,0.00231471087284953,0.0139881575246691,1.46339098493414,2.35551579197261,0.934022730574334,0.943096230465151,0.861205091523695,0.916037661440543,0.861205091523695,0.916037661440543,0.934752119945192,1,2.01675947458993,7.10329397888335,0.217612713765891,1.59024639303076,2.4432725561491,0.85302616311834,1.33226762955019e-15,0.765208017126606,0.455879922741408,0.455879922741408,0.275060013966754,0.226045757307823,0.226045757307823,TRUE,TRUE,TRUE,"regular_separated",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,12960,150,14.084098021371,0.0938939868091403,7.10020619341481,22.1819189906936
3,8,1.56087955184853,-0.703300976138773,0.531992830373011,-0.411931180188801,0.328639808820715,1.42186636152583,0.929772423231597,0.846966142199585,1.07553200655738,0.0332755413354706,0.128355343273999,0.170270659286917,0.00526794956056694,0.0203203147735393,1.08814200169958,1.75559072135208,0.919447431820513,0.940097414642682,0.807139057088931,0.886793227310239,0.807139057088931,0.886793227310239,0.921107417290302,1,1.56087955184853,4.65956388981221,0.176249139757943,1.21543758561679,1.90632151808026,0.690883932463468,0,0.455879922741408,0.209491515894891,0.209491515894891,0.226045757307823,0.13421376149543,0.13421376149543,TRUE,TRUE,TRUE,"regular_separated",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,12960,150,14.084098021371,0.0938939868091403,7.10020619341481,22.1819189906936
4,8,1.35138803595364,-0.836490432133417,0.760803993122674,-0.720347820094401,0.719950464631799,1.19547093617026,0.919706323016008,0.813594726108242,1.08730360439481,0.0686199971912997,0.19863908739181,0.143940764285496,0.00908413694304079,0.0262964842023724,0.913352222263517,1.477589650077,0.901901741777019,0.937510904254998,0.762054564151566,0.865134888064919,0.762054564151566,0.865134888064919,0.904764247417524,1,1.35138803595364,3.81611158394819,0.159501548246366,1.03877074591238,1.66400532599489,0.625234580082512,6.66133814775094e-16,0.209491515894891,0.371173369514204,0.209491515894891,0.13421376149543,0.274660837331062,0.13421376149543,TRUE,TRUE,TRUE,"regular_separated",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,12960,150,14.084098021371,0.0938939868091403,7.10020619341481,22.1819189906936
5,8,0.980214666439431,-1.28212023876343,1.95834432182362,-3.73345247069004,9.6768245051176,0.779958048992715,0.839399021064922,0.667910861989379,1.19132852779758,0.636275707667139,0.84507764058775,0.098300648598411,0.0525013153732857,0.069730287026171,0.587292318082902,0.972623779902529,0.736498333792303,0.942299708337541,0.531242010786443,0.804579713192314,0.531242010786443,0.804579713192314,0.75304204205345,1,0.980214666439431,3.10886907140554,0.143964557476381,0.698049318735477,1.26238001414338,0.564330695407908,0,0.371173369514204,0.0693136850114928,0.0693136850114928,0.274660837331062,0.0707127605662854,0.0707127605662854,TRUE,TRUE,TRUE,"regular_separated",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,12960,150,14.084098021371,0.0938939868091403,7.10020619341481,22.1819189906936
6,8,0.910900981427938,-1.44010023190208,2.68440134992048,-7.52575297195111,33.9552580893008,0.694396110664604,0.77257027082998,0.588944135770346,1.29438063792655,1.45162049278418,1.55785921577941,0.091223693455183,0.102305441666008,0.109792797715394,0.515600956955723,0.873191264373485,0.57205528974214,0.973085251917819,0.373754206486283,0.80413406505441,0.373754206486283,0.80413406505441,0.604292794048774,1,0.910900981427938,2.47894892334338,0.128554759365893,0.658938283029576,1.1628636798263,0.503925396796725,2.22044604925031e-16,0.0693136850114928,0.0198679876113373,0.0198679876113373,0.0707127605662854,0.0218113582227039,0.0218113582227039,TRUE,FALSE,FALSE,"weak_sample_separation",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,12960,150,14.084098021371,0.0938939868091403,7.10020619341481,22.1819189906936
1,8,2.83385114856947,-0.366217718905081,0.142460602180598,-0.055773403412654,0.0219961795961893,2.73061610178176,0.941421105815788,0.907125849357137,1.06222390152752,0.00469831442947077,0.0373002808311117,0.324966093627922,0.00143735504782487,0.0114112726473956,2.09369426207436,3.36753794148915,0.938603941689054,0.944238269942521,0.884760165950474,0.929491532763799,0.884760165950474,0.929491532763799,0.939056867152156,1,2.83385114856947,14.615253323218,0.312145834754825,2.22205655452582,3.44564574261312,1.2235891880873,4.44089209850063e-16,Inf,0.571890918608675,0.571890918608675,Inf,0.20180697172375,0.20180697172375,TRUE,TRUE,TRUE,"regular_separated",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,24,17280,150,16.1784994621975,0.107856663081317,6.18104294737955,20.3514543594733
2,8,2.26196022996079,-0.471260947822372,0.236979037335066,-0.120632402301962,0.0623158900876203,2.12196661875093,0.937158338728631,0.879157239338689,1.06705554299034,0.0115849570918215,0.0642918699292689,0.253105410532194,0.00274795003876372,0.0152500216499765,1.62588912981561,2.61804410768626,0.931772455621339,0.942544221835924,0.849267746141279,0.909046732536099,0.849267746141279,0.909046732536099,0.932638363140689,1,2.26196022996079,10.3427904942491,0.26258700772949,1.74729915200285,2.77662130791873,1.02932215591588,4.44089209850063e-16,0.571890918608675,0.646254265872527,0.571890918608675,0.20180697172375,0.285705406006952,0.20180697172375,TRUE,TRUE,TRUE,"regular_separated",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,24,17280,150,16.1784994621975,0.107856663081317,6.18104294737955,20.3514543594733
3,8,1.61570596408826,-0.700421879194525,0.533078837941837,-0.421822417114568,0.351581856000908,1.42771096920899,0.920296912832838,0.813216034714617,1.0866058399803,0.0556082355900434,0.164743127234693,0.17184847478087,0.00879453258927591,0.0260543925904413,1.09089414784035,1.76452779057764,0.903059945696994,0.937533879968683,0.762150363598285,0.864281705830949,0.762150363598285,0.864281705830949,0.905831194006025,1,1.61570596408826,5.38528250934402,0.189477923240748,1.24433605867095,1.98707586950558,0.742739810834622,2.22044604925031e-16,0.646254265872527,0.0792008301929987,0.0792008301929987,0.285705406006952,0.0490193339341242,0.0490193339341242,TRUE,FALSE,FALSE,"weak_sample_separation",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,24,17280,150,16.1784994621975,0.107856663081317,6.18104294737955,20.3514543594733
4,8,1.53650513389527,-0.745476156398727,0.607199445505113,-0.518830486788387,0.473131841423254,1.34142452634681,0.915242436192802,0.79903973268866,1.09260668043297,0.0731323786972191,0.194637705510106,0.161907712418862,0.0108371075801262,0.0288423512449233,1.02409124118657,1.65875781150705,0.894002095639169,0.936482776746436,0.742509763019156,0.855569702358164,0.742509763019156,0.855569702358164,0.897416980483968,1,1.53650513389527,5.60386973636189,0.193285104381445,1.15767329055957,1.91533697723096,0.757663686671393,4.44089209850063e-16,0.0792008301929987,0.453902859435105,0.0792008301929987,0.0490193339341242,0.295412523799641,0.0490193339341242,TRUE,FALSE,FALSE,"weak_sample_separation",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,24,17280,150,16.1784994621975,0.107856663081317,6.18104294737955,20.3514543594733
5,8,1.08260227446016,-1.21584750461952,1.8966571150486,-4.28880030047691,14.7834703084553,0.822471565061059,0.779416133132549,0.592135839702558,1.28301167693425,1.09320163069978,1.20726830827888,0.107573565887184,0.091659023656794,0.101222895503548,0.611631250233632,1.03331187988849,0.599767747907128,0.95906451835797,0.393742610104742,0.790529069300373,0.393742610104742,0.790529069300373,0.62865045562784,1,1.08260227446016,4.49476327397819,0.173104270580445,0.743324138552412,1.42188041036791,0.678556271815498,2.22044604925031e-16,0.453902859435105,0.0476924674483361,0.0476924674483361,0.295412523799641,0.0440535444765419,0.0440535444765419,TRUE,FALSE,FALSE,"weak_sample_separation",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,24,17280,150,16.1784994621975,0.107856663081317,6.18104294737955,20.3514543594733
6,8,1.03490980701182,-1.31811396991872,2.44751714917381,-7.87110337749254,41.4003968213931,0.758659738703523,0.709872222256495,0.520384936929918,1.40870422682728,1.92960535622536,1.87796940878996,0.103974373997067,0.142421315386256,0.13861014253102,0.554873710354173,0.962445767052873,0.430731573468613,0.989012871044378,0.248714049677156,0.79205582418268,0.248714049677156,0.79205582418268,0.475610005088213,1,1.03490980701182,3.68753720465141,0.156791521978526,0.727604070852693,1.34221554317096,0.614611472318264,2.22044604925031e-16,0.0476924674483361,0.0683029379659261,0.0476924674483361,0.0440535444765419,0.0659989281221931,0.0440535444765419,TRUE,FALSE,FALSE,"weak_sample_separation",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,24,17280,150,16.1784994621975,0.107856663081317,6.18104294737955,20.3514543594733
